FID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,sampen,higuci,condition
10.42.0.42-121.12.98.62-52195-80-6,849.9268878,847.06997,89.60522746,21.85822681,21.85796152,4.099382271,71.39461593,1232.639629,37.98440916,1974.812611,60.8548423,98.1282956,37.66768226,1.160748545,1.871704403,3245.119921,52.4272398,0.019074054,2.171498314,1.236349258,stress
172.217.11.10-10.42.0.151-443-47197-6,710.5415441,712.698915,32.9691886,9.367537939,9.367196485,3.51951482,84.62902415,236.4264551,44.14291316,259.3166081,48.41670746,86.67961434,39.85016839,7.440379385,13.32038566,535.5932317,6.507290147,0.153673799,2.10441616,1.331598421,no stress
10.42.0.151-74.217.63.31-45403-443-6,787.9249207,788.561575,77.65477402,25.66721983,25.66707206,3.025445472,76.91911221,951.8428008,23.74209118,2944.65711,73.44943674,96.31713991,112.5942916,2.808472088,3.682860088,4009.094202,26.15280994,0.038236809,2.21992458,1.221414385,stress
10.42.0.211-23.206.166.66-47459-80-6,831.7586525,836.78965,61.98560407,12.5743326,12.57419538,4.929534318,72.55064975,1546.136988,71.24238267,597.7269525,27.54186246,95.77240751,26.38490603,1.215754869,4.227592485,2170.248847,22.65412474,0.044142072,2.177618179,1.204023196,no stress
10.42.0.211-104.192.110.245-48711-80-6,670.2251863,665.659555,94.86919463,11.58357999,11.58079525,8.189971898,91.55679256,1632.179929,65.00951452,830.8449118,33.09244489,94.57555226,47.65369794,1.898040597,5.424447735,2510.678539,17.43505641,0.057355708,1.86237951,1.149636134,stress
10.42.0.211-23.208.168.108-36229-443-6,769.7945939,773.057725,42.91023612,9.676558244,9.6765582,4.434452316,78.19040802,512.8056618,59.36955531,318.7707412,36.90535921,90.83178757,32.17549658,3.725085479,9.168212428,863.7518995,9.907251636,0.100936166,2.18627474,1.279712978,no stress
10.42.0.211-119.146.74.33-58161-443-6,841.0406637,844.984095,64.97772477,19.41958602,19.41928679,3.345989184,71.79175348,874.0030906,33.92648831,1673.555443,64.96299587,98.31927228,28.60874527,1.110515824,1.680727715,2576.167279,58.49803712,0.017094591,2.174897963,1.230368293,stress
172.217.12.174-10.42.0.151-443-58488-6,647.3251243,616.37779,103.641899,11.17070753,11.17064209,9.278006673,94.50768624,1687.774132,69.59479996,680.0950483,28.0434911,92.23254926,57.27484305,2.361708934,7.767450735,2425.144023,11.87423679,0.084215939,1.312056533,1.211082794,no stress
10.42.0.211-74.6.105.9-45949-80-6,781.8605719,776.426435,51.49785637,11.90352858,11.90349722,4.326268132,77.06659041,623.7998939,39.41321908,942.4630974,59.54714789,98.28405963,16.45445337,1.039633033,1.71594037,1582.717445,57.27708336,0.01745899,2.149254343,1.128283143,stress
183.232.231.30-10.42.0.151-443-51283-6,789.1201284,788.80711,51.75746904,11.94423639,11.94423595,4.333258935,76.3629935,650.1189755,41.24297212,910.0517806,57.73287911,98.25697657,16.14380611,1.024148764,1.743023433,1576.314562,56.37157522,0.017739437,2.197782438,1.145784651,no stress
10.42.0.151-104.192.110.245-34963-80-6,944.2231307,917.03698,172.1141943,19.06540712,19.06511327,9.027564591,65.51931327,5607.057209,82.64802353,1149.602848,16.94514604,97.65542309,27.60043635,0.406830433,2.344576906,6784.260493,41.65161862,0.024008671,2.060873614,1.136079035,stress
10.42.0.211-10.42.0.1-42069-53-17,770.4843617,774.5958,45.35441997,9.294951689,9.294790734,4.879468069,78.15067589,529.7641976,62.62613167,286.5075412,33.86951984,90.62353283,29.64382947,3.504348493,9.376467166,845.9155683,9.664997619,0.10346614,2.181172647,1.278201354,stress
172.217.3.104-10.42.0.42-443-45589-6,805.4642906,807.36179,73.05679574,13.99212317,13.99202176,5.221280208,75.13298743,1927.592486,68.20058655,870.3979709,30.79574785,96.84376068,28.36717905,1.00366559,3.156239319,2826.357636,30.68327553,0.032591045,2.177437647,1.12781389,no stress
10.42.0.1-10.42.0.42-53-52517-17,778.8049955,773.757365,50.69205697,11.8726038,11.87228919,4.269666355,77.36132042,663.005843,43.24657805,853.6965773,55.68496274,98.11736601,16.38036425,1.068459213,1.882633991,1533.082785,52.11706921,0.019187572,2.151913249,1.133393253,stress
172.217.12.136-10.42.0.151-443-57895-6,783.13555,737.232305,154.8363957,14.52265482,14.52263853,10.66171424,79.30965455,2819.110089,76.81219296,802.1200516,21.8553367,94.25357325,48.9034417,1.332470348,5.746426754,3670.133582,16.40211862,0.060967734,1.664936989,1.186409165,stress
10.42.0.211-10.42.0.1-27918-53-17,854.7984641,855.57308,59.86099789,13.28275821,13.28255813,4.506669242,70.54543403,1228.48339,64.42492763,655.8779995,34.39598207,96.68562784,22.48342211,1.179090295,3.314372161,1906.844811,29.17162682,0.034279885,2.164446806,1.209946305,stress
180.163.255.159-10.42.0.211-80-59934-6,730.3095453,720.8188,74.11607106,9.883816559,9.883814238,7.49872993,82.92847899,2241.190318,84.81995041,371.6889579,14.06691735,92.667137,29.41219829,1.113132241,7.332863004,2642.291474,12.63723827,0.079131214,1.94230004,1.155352959,no stress
10.42.0.42-103.7.30.118-38476-80-6,877.9409148,885.281705,82.77014346,13.07289286,13.0726891,6.331432862,68.98155543,2355.004758,76.50979019,713.4506778,23.17870547,98.67389716,9.588239589,0.311504338,1.326102836,3078.043676,74.40893307,0.013439247,2.115051437,1.108372659,stress
10.42.0.211-10.42.0.1-62226-53-17,580.9403289,576.45191,30.73475242,5.705136501,5.705076551,5.387207198,103.5578318,294.6247384,59.56043799,179.2090611,36.22835689,89.58642251,20.83136475,4.211205126,10.41357749,494.6651642,8.602847832,0.116240577,2.053344318,1.210341917,stress
220.243.235.201-10.42.0.151-80-41736-6,877.3390591,880.59485,85.31708489,13.696047,13.69584358,6.229321853,69.04652824,2057.986998,69.27419672,907.5355082,30.54868344,99.42354693,5.261848411,0.177119837,0.576453073,2970.784355,172.4746586,0.005797953,2.185720622,1.091021569,no stress
10.42.0.151-10.42.0.1-65121-53-17,770.2512917,767.793685,57.05764708,9.594423631,9.594363828,5.946959325,78.32535375,1236.139024,73.09670593,438.874806,25.95201835,96.46409203,16.08703188,0.951275719,3.535907969,1691.100862,27.28127906,0.036655173,2.208120278,1.140256931,stress
10.42.0.211-10.42.0.1-3460-53-17,723.8560098,723.040985,39.80409702,9.013693851,9.013689409,4.415958394,83.14192814,439.1415147,57.67668663,286.2658903,37.5980578,88.83533636,35.97737688,4.725255578,11.16466364,761.3847819,7.95683052,0.125678183,2.128039596,1.290256782,no stress
10.42.0.151-54.230.38.30-54318-443-6,859.0088133,863.01766,55.62276773,11.73160945,11.73154942,4.741273394,70.1583878,936.1479149,58.5279592,654.3512748,40.91003581,98.64485813,8.989204589,0.56200499,1.355141872,1599.488394,72.7930117,0.013737582,2.121212767,1.14849254,stress
172.217.9.227-10.42.0.151-443-45157-6,785.5510308,779.949915,51.86975933,12.05286998,12.05282772,4.303519363,76.70474031,567.8708111,37.54872402,928.3368318,61.38343935,98.29012841,16.14950356,1.067836628,1.709871595,1512.357146,57.48392377,0.017396168,2.159238782,1.137784684,no stress
10.42.0.211-23.23.129.231-44914-443-6,907.5765245,918.424995,79.40312524,9.481983287,9.481848066,8.374105167,66.65707601,692.5691391,66.23151801,345.6831701,33.05824619,97.89674942,7.426787232,0.710235794,2.103250582,1045.679096,46.54545219,0.021484376,2.093640154,1.216620421,stress
172.217.9.234-10.42.0.211-443-56454-6,786.7587903,788.90519,44.97927149,12.61370585,12.61353488,3.565904582,76.51364061,366.7146096,30.09233095,824.2838343,67.64012474,96.75637259,27.63300823,2.267544316,3.243627412,1218.631452,29.82968149,0.033523657,2.167441703,1.182526156,no stress
172.217.12.195-10.42.0.42-443-44613-6,930.668191,931.383485,77.37871295,13.64129482,13.64100029,5.672387701,64.92227311,2679.844294,77.24589267,786.8170142,22.67981866,99.67351534,2.577251165,0.074288669,0.326484658,3469.23856,305.2931064,0.003275541,2.212865948,1.069791009,stress
183.79.17.102-10.42.0.42-443-42748-6,722.7952139,713.32907,72.79469116,21.77154581,21.77147527,3.343570172,83.84318904,852.1763222,27.06324506,2177.152757,69.14158144,94.79662413,119.5036661,3.795173505,5.203375868,3148.832745,18.21829261,0.054889886,2.198070833,1.22752345,stress
192.229.173.173-10.42.0.211-443-37570-6,741.3148038,740.15972,46.24613135,10.959231,10.95920206,4.219833614,81.25385941,572.9694838,55.36817655,416.6957505,40.2668633,90.2200721,45.17015229,4.364960155,9.779927902,1034.835387,9.225024254,0.108400799,2.180337943,1.285051593,no stress
10.42.0.211-10.42.0.1-17135-53-17,786.0825507,787.004615,46.38784212,12.70701225,12.70685079,3.650570348,76.59527244,437.5558598,33.29021357,843.3021936,64.16028835,96.17822479,33.50978275,2.54949808,3.82177521,1314.367836,25.16585082,0.039736388,2.163564015,1.176179131,stress
10.42.0.151-52.84.1.143-49721-443-6,1020.380361,1025.54525,95.41135897,22.22616214,22.22613666,4.292750065,59.34238715,2318.423072,52.65288747,2078.798943,47.21086852,99.71224431,5.999125081,0.136244011,0.287755691,4403.221139,346.5170195,0.002885861,2.196413699,1.161284814,no stress
172.217.12.202-10.42.0.151-443-54171-6,926.2940901,923.60516,76.93108968,20.89745389,20.896766,3.681361859,65.2217408,1669.878769,51.19119105,1567.854333,48.06356739,98.47314128,24.31010156,0.745241557,1.526858723,3262.043204,64.49394418,0.015505332,2.175931871,1.257153878,stress
10.42.0.42-123.125.29.220-44860-80-6,932.3993613,941.969445,85.32598504,14.85257908,14.85247971,5.74485984,64.96525156,1517.211621,63.61896792,858.0923166,35.98110298,98.90072086,9.53767549,0.399929095,1.099279137,2384.841613,89.96870542,0.011114976,2.091246774,1.188693426,no stress
10.42.0.151-95.213.11.181-47318-80-6,783.618109,792.29801,95.71294211,16.87580659,16.87316386,5.671606961,78.24439147,1457.615818,51.20531067,1355.883988,47.63152263,97.61620227,33.11082693,1.163166699,2.383797734,2846.610633,40.94986788,0.024420103,2.001905797,1.134898392,stress
10.42.0.211-10.42.0.1-9221-53-17,992.9013531,998.45265,109.0611362,23.53282625,23.53278864,4.634425761,61.21780331,2277.276895,52.43585497,2055.5116,47.32955768,99.50679793,10.18807358,0.234587349,0.493202072,4342.976568,201.7566504,0.004956466,2.177869407,1.237625518,no stress
183.79.250.251-10.42.0.151-443-37616-6,772.0714286,768.886,51.50425063,10.90727415,10.90704429,4.722009359,78.05928781,529.0878879,41.02358565,743.1337167,57.61993493,97.69996288,17.49473678,1.356479423,2.300037121,1289.716341,42.47755915,0.023541842,2.216238083,1.156651743,stress
172.217.3.99-10.42.0.151-443-47064-6,828.4595706,823.75717,64.24789833,10.74259062,10.7425469,5.980670828,72.85197654,1047.131628,64.06904943,575.5153758,35.21307357,98.00206508,11.73283711,0.717877009,1.99793492,1634.379841,49.05168036,0.020386661,2.088521555,1.170277757,no stress
172.217.10.42-10.42.0.42-443-51046-6,823.8314156,829.119905,51.26204631,9.307516346,9.307506493,5.507596699,73.11749878,612.8898409,62.75019095,343.8717373,35.20700742,94.51594065,19.95232763,2.042801635,5.484059345,976.7139058,17.23466773,0.058022587,2.181282944,1.214327919,stress
172.217.10.142-10.42.0.151-443-60062-6,806.9268704,812.045355,107.8482884,13.73638732,13.73637099,7.851284758,75.79972338,1905.084967,70.61351159,765.9155897,28.38927939,96.60657303,26.90374516,0.997209024,3.393426974,2697.904301,28.46873493,0.035126254,2.082721989,1.19213921,no stress
10.42.0.211-77.234.44.199-40945-80-6,1115.923619,1134.70845,149.511622,23.26275236,23.26153192,6.427082217,54.9293387,3587.211401,64.21841386,1997.496854,35.7592752,99.93764685,1.246279373,0.022310947,0.062353153,5585.954535,1602.768125,0.000623921,2.136079901,1.124379286,stress
10.42.0.211-10.42.0.1-46465-53-17,1317.446803,1653.12225,535.7202734,12.50441946,12.50283743,42.84247462,57.68309805,4525.475365,97.72092536,101.0102179,2.181165771,95.70400799,4.534178848,0.097908864,4.295992007,4631.019762,22.27751072,0.044888319,1.141972525,1.082367386,stress
203.205.158.56-10.42.0.42-80-52914-6,825.3592022,785.88822,291.6157701,16.21842424,16.21736104,17.98052424,80.56922643,4967.574139,87.7357097,598.438683,10.56943311,86.18055226,95.96239395,1.694857188,13.81944774,5661.975216,6.236179178,0.160354597,1.587901427,1.205337013,no stress
10.42.0.151-108.174.10.10-56872-80-6,934.8332676,910.74578,126.657118,16.22140254,16.22071728,7.808025093,65.32081381,3061.170413,73.19162403,1115.631594,26.67440134,99.50025088,5.603361835,0.133974623,0.499749121,4182.405369,199.100402,0.005022592,2.13880212,1.133041219,stress
172.217.10.35-10.42.0.151-443-41984-6,764.3479934,769.709625,63.19082367,14.2505522,14.2504094,4.434271933,79.10956221,870.2254292,41.02663909,1218.920922,57.46583249,97.4437129,31.97653024,1.507528419,2.556287103,2121.122881,38.1192366,0.026233474,2.096603762,1.152012402,stress
10.42.0.42-66.231.239.122-57754-80-6,729.7342696,724.667825,126.2062915,10.03945475,10.03934666,12.57103046,84.45349201,2652.873313,85.14176877,440.2870924,14.13064907,95.10317107,22.67022798,0.727582165,4.896828927,3115.830633,19.42137912,0.051489649,1.660944237,1.146958757,no stress
10.42.0.151-10.42.0.1-64841-53-17,805.6215342,807.79941,89.09056692,17.08959794,17.08933669,5.213145869,75.44462924,1762.063155,54.40673214,1426.410315,44.04287311,96.59950948,50.21241592,1.550394749,3.400490515,3238.685886,28.4075221,0.035201944,2.175665459,1.151291853,stress
10.42.0.42-104.244.42.65-40959-80-6,708.3907843,700.437705,79.50194593,18.44286061,18.44245782,4.310716629,85.77219944,1197.193938,37.92064787,1870.711078,59.25403878,95.44886786,89.19805451,2.825313349,4.551132143,3157.103071,20.97255471,0.047681363,2.198407398,1.201809878,stress
172.217.5.227-10.42.0.211-443-48458-6,1190.674339,1267.33335,418.5942179,19.17794396,19.17789893,21.82685583,61.34516841,8112.755294,93.48752285,518.9348583,5.979957815,91.82309089,46.21150443,0.532519338,8.176909112,8677.901657,11.22955993,0.089050685,2.038071279,1.078552098,no stress
10.42.0.42-104.193.88.109-50601-80-6,1066.22893,1050.3328,302.611238,17.17605798,17.17512064,17.61820077,61.43420753,8543.820246,94.03470508,532.5473884,5.861305033,98.25675201,9.448329445,0.103989884,1.743247988,9085.815963,56.36418496,0.017741763,2.178654904,1.084930169,stress
10.42.0.211-104.88.89.135-49567-443-6,1078.831746,1143.27655,360.0991917,13.72698065,13.69770902,26.23294962,64.66411077,5322.713344,93.50739756,350.3937402,6.155583563,94.80918662,19.18409576,0.337018876,5.19081338,5692.29118,18.26480354,0.05475011,1.961055619,1.07956352,no stress
10.42.0.42-106.39.169.66-60710-80-6,953.3531093,949.547245,75.28415917,10.59985106,10.59759901,7.102378962,63.32733102,957.7268385,65.33312086,506.3540685,34.54188629,99.63944591,1.832286686,0.12499285,0.360554089,1465.913194,276.3508966,0.003618588,2.107046106,1.152960544,stress
172.217.12.174-10.42.0.151-443-35272-6,983.3137891,978.064535,74.37549222,13.73793335,13.73788018,5.413877788,61.36902468,1486.29668,67.52893669,711.9775449,32.34824325,99.62175536,2.703241795,0.122820058,0.378244644,2200.977467,263.3791569,0.003796808,2.12755415,1.178692212,stress
172.217.3.110-10.42.0.151-443-56668-6,657.9694061,694.04297,158.0099429,17.0929668,17.09233922,9.24414964,96.95224711,5194.602531,79.59892301,1201.363319,18.40895925,90.23523249,130.0050233,1.992117737,9.764767509,6525.970873,9.240899223,0.108214577,1.918792627,1.201830611,no stress
192.229.173.173-10.42.0.211-443-48497-6,963.3692407,966.010265,97.88441607,14.83843441,14.83811445,6.596680848,62.98018962,2586.711318,75.74721816,819.2103271,23.9891104,98.91281978,9.004184364,0.263671447,1.087180222,3414.925829,90.98106991,0.010991297,2.150812154,1.170452849,stress
172.217.12.170-10.42.0.151-443-49399-6,717.7804345,715.72628,69.37367341,12.5897323,12.58952636,5.510337453,84.38819422,451.6447652,41.30054998,553.8502872,50.64671004,86.28140472,88.06124518,8.052739981,13.71859528,1093.556298,6.289376059,0.158998284,2.194839166,1.284764797,stress
172.217.3.36-10.42.0.42-443-52489-6,808.9360896,821.31112,80.04366979,11.50450933,11.50403512,6.957590934,74.93864825,1260.254336,66.19337918,627.462299,32.95672048,97.48599442,16.18123436,0.849900335,2.514005583,1903.897869,38.77715908,0.025788377,2.158060314,1.166675425,no stress
172.217.1.162-10.42.0.211-443-42919-6,1092.889732,1118.8542,144.600405,17.19012681,17.19005219,8.411828869,56.00331326,3226.872837,76.61940637,983.0741309,23.34227598,99.83611346,1.613770908,0.038317645,0.163886538,4211.560739,609.1782459,0.001641556,2.133440176,1.123997312,stress
10.42.0.151-10.42.0.1-9495-53-17,728.2873123,687.97626,149.4384285,10.30502693,10.2967517,14.50150781,84.74954324,1532.466208,73.76910382,521.3010753,25.0941345,95.66632543,23.61488436,1.136761677,4.333674568,2077.382168,22.07510599,0.045299896,1.189081636,1.15472734,no stress
10.42.0.151-104.192.110.245-36137-443-6,728.9251148,727.94884,51.45949902,9.353095482,9.353026529,5.501868244,82.72767031,822.7129973,65.41321913,404.9196678,32.19482256,93.08418346,30.08405975,2.391958313,6.915816542,1257.716725,13.45960855,0.074296366,2.157421594,1.185257383,stress
10.42.0.151-52.84.26.179-46599-443-6,655.8151782,676.40601,144.0787868,15.85914951,15.85812978,9.084899965,96.87441314,4648.916404,75.5426678,1420.507048,23.08256004,94.37889567,84.60385411,1.37477216,5.621104333,6154.027306,16.79009854,0.059558912,2.16429962,1.158360911,stress
172.217.6.234-10.42.0.151-443-38836-17,833.1091184,799.077825,290.9072869,16.1512513,16.15125098,18.01143958,79.83412803,4558.83943,88.11903006,530.1327743,10.24707858,86.24782854,84.52939545,1.633891356,13.75217146,5173.5016,6.271578915,0.159449481,1.586974742,1.215357049,stress
10.42.0.211-10.42.0.1-33276-53-17,742.8392146,752.269545,92.69610808,14.03735524,14.03727479,6.603530828,82.19127114,2265.751008,67.64593856,1043.87766,31.16586237,96.32751185,39.79785489,1.188199073,3.672488151,3349.426523,26.22949562,0.038125018,2.103533756,1.14213445,stress
239.255.255.250-10.42.0.1-1900-36249-17,908.4398429,907.2765,69.25827581,12.27924719,12.27908375,5.64027051,66.43598077,2132.490605,76.97553609,636.3896888,22.97146695,99.76982325,1.468200589,0.052996964,0.230176755,2770.348494,433.4487354,0.002307078,2.199650466,1.062230929,stress
10.42.0.42-121.12.98.63-52353-80-6,770.2607391,756.894975,111.1872108,11.45347175,11.45345336,9.707729954,79.22395659,2179.422785,76.41479818,653.4948338,22.91279883,97.14904715,19.17757318,0.672402984,2.850952853,2852.095192,34.07599219,0.029346174,1.818165089,1.127810854,stress
174.35.76.23-10.42.0.211-80-56129-6,797.719359,804.142165,84.40915219,14.05066865,14.04942997,6.007482939,76.18406476,964.1292091,43.43588059,1242.21799,55.96431659,98.93960549,13.31358796,0.599802818,1.060394513,2219.660787,93.30452423,0.010717594,2.084208054,1.128068769,no stress
10.42.0.211-110.53.246.32-40297-80-6,877.1989878,901.8105,116.5860402,18.02403943,18.02403669,6.468363581,69.83166556,3018.011373,64.25540361,1652.399746,35.18065358,98.42229911,26.48782412,0.563942815,1.577700889,4696.898943,62.38337051,0.016029913,2.036856726,1.139695454,stress
172.217.10.132-10.42.0.42-443-59365-6,761.1306157,760.889075,60.76304547,11.31219569,11.31196495,5.371463432,79.34351623,749.5754233,56.00909497,547.2334364,40.88988053,92.95075994,41.50132679,3.101024501,7.049240063,1338.310187,13.1859263,0.075838434,2.191164259,1.235562072,no stress
206.126.112.142-10.42.0.151-443-39054-6,664.5646315,663.132705,52.36493188,10.40616503,10.4061039,5.032106613,90.85457292,1237.269148,72.22056819,426.2770756,24.88219532,89.57056967,49.63490886,2.897236487,10.42943033,1713.181133,8.588251402,0.116438138,1.975259038,1.219969581,no stress
10.42.0.211-77.234.41.79-36489-443-6,832.9618071,837.880375,115.8135898,14.96502057,14.96491436,7.738952934,73.51143844,3637.243868,83.86079871,664.7316325,15.32614464,94.96222502,35.26421568,0.813056644,5.037774977,4337.239717,18.85003309,0.053050305,1.655648352,1.245391415,stress
180.149.135.239-10.42.0.42-80-45492-6,832.5824506,836.32882,48.42634602,9.567987824,9.567930252,5.061288425,72.31425214,566.5820333,60.17349418,353.4878994,37.54196357,94.26376428,21.5108099,2.284542252,5.736235717,941.5807426,16.43303535,0.06085303,2.184257645,1.211579334,stress
10.42.0.1-10.42.0.42-53-24267-17,1133.405074,1165.48625,160.9152652,22.07616851,22.07602442,7.289093899,54.24826679,2893.80439,61.52767213,1807.699565,38.43506027,99.90313143,1.752790556,0.037267592,0.096868566,4703.256745,1031.326623,0.000969625,2.05299082,1.131803462,stress
10.42.0.211-111.202.114.77-56143-443-6,1090.744576,1089.26115,74.25828122,11.69315242,11.69188444,6.350578405,55.27116388,1418.83395,74.45548749,486.6780531,25.53917722,99.97911378,0.10166986,0.005335282,0.020886215,1905.613673,4786.846894,0.000208906,2.098320886,1.139493466,no stress
172.217.10.42-10.42.0.151-443-56540-6,788.2960485,788.561575,78.44252228,26.0082522,26.00801282,3.016062812,76.89738294,874.8143606,21.17753335,3135.989609,75.91613433,96.31281227,120.056534,2.906332322,3.687187735,4130.860503,26.12094073,0.03828346,2.217699612,1.219169533,stress
163.177.151.166-10.42.0.151-443-33494-6,851.6242444,821.15191,132.6199008,14.55479537,14.55442767,9.111766771,72.05625478,2613.659093,73.28606677,927.3587828,26.00280881,97.33800181,25.36139384,0.711124419,2.661998188,3566.37927,36.56576561,0.027347985,2.024973572,1.1686956,no stress
172.217.7.132-10.42.0.211-443-54543-6,944.2647913,901.09051,143.8781169,17.31574012,17.31573214,8.309094266,64.95249236,2630.34926,66.55114285,1313.140237,33.22409873,99.32805351,8.883290731,0.224758422,0.671946493,3952.372789,147.8213735,0.006764922,2.04131275,1.127458794,stress
172.217.11.14-10.42.0.211-443-50094-6,705.2508726,675.85625,148.8475922,19.37704078,19.3770314,7.68164726,88.83651604,2456.213894,65.1775068,1105.591917,29.33772373,84.24934873,206.6934996,5.484769467,15.75065127,3768.499311,5.348943818,0.186952796,1.962061226,1.21554728,no stress
10.42.0.151-10.42.0.1-48496-53-17,792.482253,801.891095,73.04804367,14.0623437,14.06230954,5.194585284,76.49648474,1552.441212,56.77644844,1157.154589,42.31988132,97.90931053,24.70909968,0.903670241,2.090689469,2734.304901,46.83111097,0.021353326,1.963935997,1.150021006,stress
173.194.66.188-10.42.0.151-5228-54232-6,922.7825782,811.72867,332.2670526,19.47812097,19.47803199,17.05847567,72.59032479,11966.3286,93.41573791,779.9197584,6.088482288,92.47022989,63.50818524,0.495779799,7.529770115,12809.75654,12.28061793,0.081429127,1.835515495,1.121417565,stress
172.217.9.238-10.42.0.151-443-43677-6,799.7490298,798.998325,70.66946186,19.67396394,19.67395094,3.592029652,75.63378176,927.7114362,37.95856323,1456.793981,59.60668833,96.0756092,59.50551797,2.434748434,3.924390796,2444.010935,24.48166205,0.0408469,2.195518229,1.26785484,stress
8.0.6.4-8.6.0.1-0-0-0,794.4108111,793.91643,50.4072694,11.91744812,11.91740294,4.22970328,75.83601687,560.3046496,38.54968798,878.1587332,60.41846198,98.3208384,14.99753711,1.031850042,1.6791616,1453.46092,58.55352959,0.01707839,2.188502221,1.150112036,no stress
10.42.0.211-104.193.88.109-35288-80-6,837.1437539,839.11567,64.56180018,13.62329426,13.62323229,4.73907404,72.13107208,1394.287921,67.91253873,625.9612399,30.48912373,95.01880959,32.8148936,1.598337545,4.981190413,2053.064055,19.07552246,0.052423204,2.129370179,1.263777203,stress
10.42.0.211-52.84.26.130-38043-443-6,719.4911351,709.293055,73.00531795,21.56114162,21.56106134,3.385967182,84.23268302,976.8909824,29.92929974,2164.182538,66.30470446,94.62543433,122.9219317,3.765995802,5.374565672,3263.995452,17.60615464,0.05679832,2.154341466,1.222943649,stress
10.42.0.151-119.167.164.25-42320-80-6,1034.505257,1039.58865,99.04130158,20.39870962,20.3986402,4.855272878,58.54456867,1937.459538,55.62132433,1537.771058,44.14691566,99.47776718,8.072904575,0.231760011,0.522232824,3483.303501,190.4854745,0.005249744,2.21794477,1.202483173,stress
183.79.249.252-10.42.0.42-443-39802-6,791.7200589,801.722165,90.80601794,14.70352691,14.70265762,6.175798397,76.96687275,1217.411909,49.46614101,1226.323075,49.82822142,98.60363411,17.36645643,0.705637571,1.396365892,2461.10144,70.61446763,0.014161404,2.056301955,1.135604588,no stress
10.42.0.211-10.42.0.1-31454-53-17,811.9562065,813.103855,68.88701699,20.17686592,20.17685291,3.414158435,74.44477279,1455.429887,46.33796926,1630.217138,51.90284484,96.72173067,55.25429305,1.759185898,3.278269334,3140.901318,29.50390002,0.033893824,2.217952943,1.233007993,stress
10.42.0.42-104.193.88.109-49930-80-6,1023.673832,1014.01985,135.7248047,15.70412558,15.70408312,8.642620948,59.65922095,3096.0437,78.38621414,850.8756873,21.54262998,99.67078475,2.810465029,0.07115588,0.329215253,3949.729853,302.752633,0.003303027,2.212898475,1.102687925,stress
10.42.0.151-64.71.142.110-35271-443-6,1184.440032,1146.54335,187.8188136,17.57124931,17.57118968,10.68898462,51.90107729,5493.506514,88.92306999,683.8212768,11.06897518,99.92818563,0.491434864,0.007954828,0.07181437,6177.819225,1391.478968,0.00071866,2.078433378,1.077412657,no stress
172.217.3.106-10.42.0.211-443-38058-6,778.643005,771.99948,61.33879636,15.05568925,15.05557058,4.074127416,77.52908537,637.86999,48.44456647,586.1275639,44.5148638,86.34369018,92.70323739,7.040569733,13.65630982,1316.700791,6.322622385,0.158162221,2.103336963,1.34859871,stress
172.217.6.234-10.42.0.211-443-56214-6,1085.819899,1109.02625,148.790386,17.17476155,17.17404041,8.663315966,56.4312197,3623.387849,79.15897508,952.2766854,20.80407882,99.82272418,1.691154334,0.036946098,0.177275823,4577.355688,563.0927149,0.001775906,2.155792015,1.115738216,no stress
10.42.0.211-52.84.40.45-48486-443-6,1017.272866,1012.15635,102.2021209,23.91696301,23.91693939,4.273206461,59.60368646,2930.477887,54.29021677,2463.748871,45.64356579,99.85513508,3.574285705,0.066217441,0.14486492,5397.801044,689.2982471,0.001450751,2.174850993,1.141183847,no stress
173.194.205.100-10.42.0.211-443-43530-6,924.9407373,935.881475,147.4188104,14.80463521,14.80443473,9.957611808,66.64231655,4082.772665,83.76402295,777.9416279,15.96060465,98.30393697,13.42202634,0.275372404,1.696063026,4874.136319,57.96007311,0.017253256,1.988113647,1.123746577,stress
10.42.0.211-115.236.16.203-34329-443-6,792.8444451,790.087515,51.08851431,12.06690924,12.06652325,4.233769666,75.99302754,563.7446564,38.81460321,875.0994829,60.2518158,98.47417678,13.55936298,0.933580989,1.525823215,1452.403502,64.53839199,0.015494653,2.179716304,1.137513618,stress
10.42.0.211-10.42.0.1-52915-53-17,766.9265771,768.530765,51.08072017,8.883808325,8.883556205,5.749867434,78.58943743,890.2301589,71.62956642,333.4459633,26.82967942,94.5691554,19.14887789,1.54075416,5.430844598,1242.825,17.4133422,0.05742723,2.119863349,1.175428325,stress
10.42.0.1-10.42.0.42-53-62047-17,785.7125812,788.91721,74.50731969,13.76733802,13.76732471,5.411890055,77.08080921,2533.111752,70.02182489,1062.141242,29.36035808,97.93911059,22.35016861,0.617817035,2.060889407,3617.603162,47.52273958,0.021042558,2.141615061,1.118752917,no stress
10.42.0.151-10.42.0.1-2980-53-17,787.7418515,788.72179,78.14808358,25.70392116,25.70392068,3.040317588,76.94755863,951.3724088,23.59509126,2966.436588,73.57091857,96.29082711,114.2686849,2.833990164,3.709172894,4032.077681,25.96018839,0.038520522,2.220801202,1.219316471,stress
